"id","text","title"
"3162","The goal of this project is to provide a preliminary overview, at a National scale, the relative susceptibility of the Nation's coast to sea- level rise through the use of a coastal vulnerability index (CVI). This initial classification is based upon the variables geomorphology, regional coastal slope, tide range, wave height, relative sea-level rise and shoreline erosion and accretion rates. The combination of these variables and the association of these variables to each other furnish a broad overview of regions where physical changes are likely to occur due to sea-level rise.","Coastal vulnerability index for Gulf of Mexico U.S."
"1167","These data sets contain information on the probabilities of hurricane-induced erosion (collision, inundation and overwash) for each 1-km section of the Gulf of Mexico coast for category 1-5 hurricanes. The analysis is based on a storm-impact scaling model that uses observations of beach morphology combined with sophisticated hydrodynamic models to predict how the coast will respond to the direct landfall of category 1-5 hurricanes. Hurricane-induced water levels, due to both surge and waves, are compared to beach and dune elevations to determine the probabilities of three types of coastal change: collision (dune erosion), overwash, and inundation. Data on dune morphology (dune crest and toe elevation) and hydrodynamics (storm surge, wave setup and runup) are also included in this data set. As new beach morphology observations and storm predictions become available, this analysis will be updated to describe how coastal vulnerability to storms will vary in the future. The data presented here include the dune morphology observations, as derived from lidar surveys.","The Category 2 overwash element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Gulf of Mexico"
"1171","These data sets contain information on the probabilities of hurricane-induced erosion (collision, inundation and overwash) for each 1-km section of the Gulf of Mexico coast for category 1-5 hurricanes. The analysis is based on a storm-impact scaling model that uses observations of beach morphology combined with sophisticated hydrodynamic models to predict how the coast will respond to the direct landfall of category 1-5 hurricanes. Hurricane-induced water levels, due to both surge and waves, are compared to beach and dune elevations to determine the probabilities of three types of coastal change: collision (dune erosion), overwash, and inundation. Data on dune morphology (dune crest and toe elevation) and hydrodynamics (storm surge, wave setup and runup) are also included in this data set. As new beach morphology observations and storm predictions become available, this analysis will be updated to describe how coastal vulnerability to storms will vary in the future. The data presented here include the dune morphology observations, as derived from lidar surveys.","The Category 3 overwash element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Gulf of Mexico"
"1175","These data sets contain information on the probabilities of hurricane-induced erosion (collision, inundation and overwash) for each 1-km section of the Gulf of Mexico coast for category 1-5 hurricanes. The analysis is based on a storm-impact scaling model that uses observations of beach morphology combined with sophisticated hydrodynamic models to predict how the coast will respond to the direct landfall of category 1-5 hurricanes. Hurricane-induced water levels, due to both surge and waves, are compared to beach and dune elevations to determine the probabilities of three types of coastal change: collision (dune erosion), overwash, and inundation. Data on dune morphology (dune crest and toe elevation) and hydrodynamics (storm surge, wave setup and runup) are also included in this data set. As new beach morphology observations and storm predictions become available, this analysis will be updated to describe how coastal vulnerability to storms will vary in the future. The data presented here include the dune morphology observations, as derived from lidar surveys.","The Category 4 overwash element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Gulf of Mexico"
"1188","These data sets contain information on the probabilities of hurricane-induced erosion (collision, inundation and overwash) for each 1-km section of the Gulf of Mexico coast for category 1-5 hurricanes. The analysis is based on a storm-impact scaling model that uses observations of beach morphology combined with sophisticated hydrodynamic models to predict how the coast will respond to the direct landfall of category 1-5 hurricanes. Hurricane-induced water levels, due to both surge and waves, are compared to beach and dune elevations to determine the probabilities of three types of coastal change: collision (dune erosion), overwash, and inundation. Data on dune morphology (dune crest and toe elevation) and hydrodynamics (storm surge, wave setup and runup) are also included in this data set. As new beach morphology observations and storm predictions become available, this analysis will be updated to describe how coastal vulnerability to storms will vary in the future. The data presented here include the dune morphology observations, as derived from lidar surveys.","The Category 3 innundation element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Gulf of Mexico"
"1214","This data defines potential hurricane-induced coastal erosion hazards for the Delaware, Maryland and Virginia coastline using pre-storm forecasts for Hurricane Sandy. The analysis is based on a storm-impact scaling model that uses observations of beach morphology combined with sophisticated hydrodynamic models to predict how the coast will potentially respond to the direct landfall of Hurricane Sandy. Hurricane-induced water levels, due to both surge and wave run-up, are compared to beach and dune elevations to determine the probabilities of three types of coastal change: collision (dune erosion), overwash, and inundation.","The Elevation of dune crest in meters NAVD88 element of Hurricane Sandy Assessment of Potential Coastal-Change Impacts"
"1218","This data defines potential hurricane-induced coastal erosion hazards for the Delaware, Maryland and Virginia coastline using pre-storm forecasts for Hurricane Sandy. The analysis is based on a storm-impact scaling model that uses observations of beach morphology combined with sophisticated hydrodynamic models to predict how the coast will potentially respond to the direct landfall of Hurricane Sandy. Hurricane-induced water levels, due to both surge and wave run-up, are compared to beach and dune elevations to determine the probabilities of three types of coastal change: collision (dune erosion), overwash, and inundation.","The Elevation of the dune toe in meters NAVD88 element of Hurricane Sandy Assessment of Potential Coastal-Change Impacts"
"1222","This data defines potential hurricane-induced coastal erosion hazards for the Delaware, Maryland and Virginia coastline using pre-storm forecasts for Hurricane Sandy. The analysis is based on a storm-impact scaling model that uses observations of beach morphology combined with sophisticated hydrodynamic models to predict how the coast will potentially respond to the direct landfall of Hurricane Sandy. Hurricane-induced water levels, due to both surge and wave run-up, are compared to beach and dune elevations to determine the probabilities of three types of coastal change: collision (dune erosion), overwash, and inundation.","The Elevation of dune crest in meters NAVD88 element of Hurricane Sandy Assessment of Potential Coastal-Change Impacts"
"1226","This data defines potential hurricane-induced coastal erosion hazards for the Delaware, Maryland and Virginia coastline using pre-storm forecasts for Hurricane Sandy. The analysis is based on a storm-impact scaling model that uses observations of beach morphology combined with sophisticated hydrodynamic models to predict how the coast will potentially respond to the direct landfall of Hurricane Sandy. Hurricane-induced water levels, due to both surge and wave run-up, are compared to beach and dune elevations to determine the probabilities of three types of coastal change: collision (dune erosion), overwash, and inundation.","The Elevation of the dune toe in meters NAVD88 element of Hurricane Sandy Assessment of Potential Coastal-Change Impacts"
"1192","These data sets contain information on the probabilities of hurricane-induced erosion (collision, inundation and overwash) for each 1-km section of the Gulf of Mexico coast for category 1-5 hurricanes. The analysis is based on a storm-impact scaling model that uses observations of beach morphology combined with sophisticated hydrodynamic models to predict how the coast will respond to the direct landfall of category 1-5 hurricanes. Hurricane-induced water levels, due to both surge and waves, are compared to beach and dune elevations to determine the probabilities of three types of coastal change: collision (dune erosion), overwash, and inundation. Data on dune morphology (dune crest and toe elevation) and hydrodynamics (storm surge, wave setup and runup) are also included in this data set. As new beach morphology observations and storm predictions become available, this analysis will be updated to describe how coastal vulnerability to storms will vary in the future. The data presented here include the dune morphology observations, as derived from lidar surveys.","The Category 4 innundation element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Gulf of Mexico"
"1196","These data sets contain information on the probabilities of hurricane-induced erosion (collision, inundation and overwash) for each 1-km section of the Gulf of Mexico coast for category 1-5 hurricanes. The analysis is based on a storm-impact scaling model that uses observations of beach morphology combined with sophisticated hydrodynamic models to predict how the coast will respond to the direct landfall of category 1-5 hurricanes. Hurricane-induced water levels, due to both surge and waves, are compared to beach and dune elevations to determine the probabilities of three types of coastal change: collision (dune erosion), overwash, and inundation. Data on dune morphology (dune crest and toe elevation) and hydrodynamics (storm surge, wave setup and runup) are also included in this data set. As new beach morphology observations and storm predictions become available, this analysis will be updated to describe how coastal vulnerability to storms will vary in the future. The data presented here include the dune morphology observations, as derived from lidar surveys.","The Category 5 collision element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Gulf of Mexico"
"1200","These data sets contain information on the probabilities of hurricane-induced erosion (collision, inundation and overwash) for each 1-km section of the Gulf of Mexico coast for category 1-5 hurricanes. The analysis is based on a storm-impact scaling model that uses observations of beach morphology combined with sophisticated hydrodynamic models to predict how the coast will respond to the direct landfall of category 1-5 hurricanes. Hurricane-induced water levels, due to both surge and waves, are compared to beach and dune elevations to determine the probabilities of three types of coastal change: collision (dune erosion), overwash, and inundation. Data on dune morphology (dune crest and toe elevation) and hydrodynamics (storm surge, wave setup and runup) are also included in this data set. As new beach morphology observations and storm predictions become available, this analysis will be updated to describe how coastal vulnerability to storms will vary in the future. The data presented here include the dune morphology observations, as derived from lidar surveys.","The Category 5 overwash element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Gulf of Mexico"
"1204","These data sets contain information on the probabilities of hurricane-induced erosion (collision, inundation and overwash) for each 1-km section of the Gulf of Mexico coast for category 1-5 hurricanes. The analysis is based on a storm-impact scaling model that uses observations of beach morphology combined with sophisticated hydrodynamic models to predict how the coast will respond to the direct landfall of category 1-5 hurricanes. Hurricane-induced water levels, due to both surge and waves, are compared to beach and dune elevations to determine the probabilities of three types of coastal change: collision (dune erosion), overwash, and inundation. Data on dune morphology (dune crest and toe elevation) and hydrodynamics (storm surge, wave setup and runup) are also included in this data set. As new beach morphology observations and storm predictions become available, this analysis will be updated to describe how coastal vulnerability to storms will vary in the future. The data presented here include the dune morphology observations, as derived from lidar surveys.","The Category 5 innundation element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Gulf of Mexico"
"1234","This data defines potential hurricane-induced coastal erosion hazards for the Delaware, Maryland and Virginia coastline using pre-storm forecasts for Hurricane Sandy. The analysis is based on a storm-impact scaling model that uses observations of beach morphology combined with sophisticated hydrodynamic models to predict how the coast will potentially respond to the direct landfall of Hurricane Sandy. Hurricane-induced water levels, due to both surge and wave run-up, are compared to beach and dune elevations to determine the probabilities of three types of coastal change: collision (dune erosion), overwash, and inundation.","The Root mean square error of dune toe elevation measurements (square meters) element of Hurricane Sandy Assessment of Potential Coastal-Change Impacts"
"1238","This data defines potential hurricane-induced coastal erosion hazards for the Delaware, Maryland and Virginia coastline using pre-storm forecasts for Hurricane Sandy. The analysis is based on a storm-impact scaling model that uses observations of beach morphology combined with sophisticated hydrodynamic models to predict how the coast will potentially respond to the direct landfall of Hurricane Sandy. Hurricane-induced water levels, due to both surge and wave run-up, are compared to beach and dune elevations to determine the probabilities of three types of coastal change: collision (dune erosion), overwash, and inundation.","The Storm surge water level element of Hurricane Sandy Assessment of Potential Coastal-Change Impacts"
"1242","This data defines potential hurricane-induced coastal erosion hazards for the Delaware, Maryland and Virginia coastline using pre-storm forecasts for Hurricane Sandy. The analysis is based on a storm-impact scaling model that uses observations of beach morphology combined with sophisticated hydrodynamic models to predict how the coast will potentially respond to the direct landfall of Hurricane Sandy. Hurricane-induced water levels, due to both surge and wave run-up, are compared to beach and dune elevations to determine the probabilities of three types of coastal change: collision (dune erosion), overwash, and inundation.","The Wave runup water level element of Hurricane Sandy Assessment of Potential Coastal-Change Impacts"
"1246","This data defines potential hurricane-induced coastal erosion hazards for the Delaware, Maryland and Virginia coastline using pre-storm forecasts for Hurricane Sandy. The analysis is based on a storm-impact scaling model that uses observations of beach morphology combined with sophisticated hydrodynamic models to predict how the coast will potentially respond to the direct landfall of Hurricane Sandy. Hurricane-induced water levels, due to both surge and wave run-up, are compared to beach and dune elevations to determine the probabilities of three types of coastal change: collision (dune erosion), overwash, and inundation.","The Wave setup water level element of Hurricane Sandy Assessment of Potential Coastal-Change Impacts"
"1250","This data defines potential hurricane-induced coastal erosion hazards for the Delaware, Maryland and Virginia coastline using pre-storm forecasts for Hurricane Sandy. The analysis is based on a storm-impact scaling model that uses observations of beach morphology combined with sophisticated hydrodynamic models to predict how the coast will potentially respond to the direct landfall of Hurricane Sandy. Hurricane-induced water levels, due to both surge and wave run-up, are compared to beach and dune elevations to determine the probabilities of three types of coastal change: collision (dune erosion), overwash, and inundation.","The collision element of Hurricane Sandy Assessment of Potential Coastal-Change Impacts"
"1254","This data defines potential hurricane-induced coastal erosion hazards for the Delaware, Maryland and Virginia coastline using pre-storm forecasts for Hurricane Sandy. The analysis is based on a storm-impact scaling model that uses observations of beach morphology combined with sophisticated hydrodynamic models to predict how the coast will potentially respond to the direct landfall of Hurricane Sandy. Hurricane-induced water levels, due to both surge and wave run-up, are compared to beach and dune elevations to determine the probabilities of three types of coastal change: collision (dune erosion), overwash, and inundation.","The overwash element of Hurricane Sandy Assessment of Potential Coastal-Change Impacts"
"1258","This data defines potential hurricane-induced coastal erosion hazards for the Delaware, Maryland and Virginia coastline using pre-storm forecasts for Hurricane Sandy. The analysis is based on a storm-impact scaling model that uses observations of beach morphology combined with sophisticated hydrodynamic models to predict how the coast will potentially respond to the direct landfall of Hurricane Sandy. Hurricane-induced water levels, due to both surge and wave run-up, are compared to beach and dune elevations to determine the probabilities of three types of coastal change: collision (dune erosion), overwash, and inundation.","The innundation element of Hurricane Sandy Assessment of Potential Coastal-Change Impacts"
"1262","This data defines potential hurricane-induced coastal erosion hazards for the Delaware, Maryland and Virginia coastline using pre-storm forecasts for Hurricane Sandy. The analysis is based on a storm-impact scaling model that uses observations of beach morphology combined with sophisticated hydrodynamic models to predict how the coast will potentially respond to the direct landfall of Hurricane Sandy. Hurricane-induced water levels, due to both surge and wave run-up, are compared to beach and dune elevations to determine the probabilities of three types of coastal change: collision (dune erosion), overwash, and inundation.","The Mean water level (Setup + Surge) element of Hurricane Sandy Assessment of Potential Coastal-Change Impacts"
"1266","This data defines potential hurricane-induced coastal erosion hazards for the Delaware, Maryland and Virginia coastline using pre-storm forecasts for Hurricane Sandy. The analysis is based on a storm-impact scaling model that uses observations of beach morphology combined with sophisticated hydrodynamic models to predict how the coast will potentially respond to the direct landfall of Hurricane Sandy. Hurricane-induced water levels, due to both surge and wave run-up, are compared to beach and dune elevations to determine the probabilities of three types of coastal change: collision (dune erosion), overwash, and inundation.","The Extreme water level (Runup + Surge) element of Hurricane Sandy Assessment of Potential Coastal-Change Impacts"
"1270","This data defines potential hurricane-induced coastal erosion hazards for the Delaware, Maryland and Virginia coastline using pre-storm forecasts for Hurricane Sandy. The analysis is based on a storm-impact scaling model that uses observations of beach morphology combined with sophisticated hydrodynamic models to predict how the coast will potentially respond to the direct landfall of Hurricane Sandy. Hurricane-induced water levels, due to both surge and wave run-up, are compared to beach and dune elevations to determine the probabilities of three types of coastal change: collision (dune erosion), overwash, and inundation.","The  element of Hurricane Sandy Assessment of Potential Coastal-Change Impacts"
"1285","These data sets contain information on the probabilities of hurricane-induced erosion (collision, inundation and overwash) for each 1-km section of the Mid-Atlantic coast for category 1-4 hurricanes. The analysis is based on a storm-impact scaling model that uses observations of beach morphology combined with sophisticated hydrodynamic models to predict how the coast will respond to the direct landfall of category 1-4 hurricanes. Hurricane-induced water levels, due to both surge and waves, are compared to beach and dune elevations to determine the probabilities of three types of coastal change: collision (dune erosion), overwash, and inundation. Data on dune morphology (dune crest and toe elevation) and hydrodynamics (storm surge, wave setup and runup) are also included in this data set. As new beach morphology observations and storm predictions become available, this analysis will be updated to describe how coastal vulnerability to storms will vary in the future. The data presented here include the dune morphology observations, as derived from lidar surveys.","The Elevation of dune crest in meters NAVD88 element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Mid-Atlantic Coast"
"1289","These data sets contain information on the probabilities of hurricane-induced erosion (collision, inundation and overwash) for each 1-km section of the Mid-Atlantic coast for category 1-4 hurricanes. The analysis is based on a storm-impact scaling model that uses observations of beach morphology combined with sophisticated hydrodynamic models to predict how the coast will respond to the direct landfall of category 1-4 hurricanes. Hurricane-induced water levels, due to both surge and waves, are compared to beach and dune elevations to determine the probabilities of three types of coastal change: collision (dune erosion), overwash, and inundation. Data on dune morphology (dune crest and toe elevation) and hydrodynamics (storm surge, wave setup and runup) are also included in this data set. As new beach morphology observations and storm predictions become available, this analysis will be updated to describe how coastal vulnerability to storms will vary in the future. The data presented here include the dune morphology observations, as derived from lidar surveys.","The Elevation of the dune toe in meters NAVD88 element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Mid-Atlantic Coast"
"1293","These data sets contain information on the probabilities of hurricane-induced erosion (collision, inundation and overwash) for each 1-km section of the Mid-Atlantic coast for category 1-4 hurricanes. The analysis is based on a storm-impact scaling model that uses observations of beach morphology combined with sophisticated hydrodynamic models to predict how the coast will respond to the direct landfall of category 1-4 hurricanes. Hurricane-induced water levels, due to both surge and waves, are compared to beach and dune elevations to determine the probabilities of three types of coastal change: collision (dune erosion), overwash, and inundation. Data on dune morphology (dune crest and toe elevation) and hydrodynamics (storm surge, wave setup and runup) are also included in this data set. As new beach morphology observations and storm predictions become available, this analysis will be updated to describe how coastal vulnerability to storms will vary in the future. The data presented here include the dune morphology observations, as derived from lidar surveys.","The Root mean squared error of dune crest elevation measurements (square meters) element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Mid-Atlantic Coast"
"1297","These data sets contain information on the probabilities of hurricane-induced erosion (collision, inundation and overwash) for each 1-km section of the Mid-Atlantic coast for category 1-4 hurricanes. The analysis is based on a storm-impact scaling model that uses observations of beach morphology combined with sophisticated hydrodynamic models to predict how the coast will respond to the direct landfall of category 1-4 hurricanes. Hurricane-induced water levels, due to both surge and waves, are compared to beach and dune elevations to determine the probabilities of three types of coastal change: collision (dune erosion), overwash, and inundation. Data on dune morphology (dune crest and toe elevation) and hydrodynamics (storm surge, wave setup and runup) are also included in this data set. As new beach morphology observations and storm predictions become available, this analysis will be updated to describe how coastal vulnerability to storms will vary in the future. The data presented here include the dune morphology observations, as derived from lidar surveys.","The Root mean square error of dune toe elevation measurements (square meters) element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Mid-Atlantic Coast"
"1301","These data sets contain information on the probabilities of hurricane-induced erosion (collision, inundation and overwash) for each 1-km section of the Mid-Atlantic coast for category 1-4 hurricanes. The analysis is based on a storm-impact scaling model that uses observations of beach morphology combined with sophisticated hydrodynamic models to predict how the coast will respond to the direct landfall of category 1-4 hurricanes. Hurricane-induced water levels, due to both surge and waves, are compared to beach and dune elevations to determine the probabilities of three types of coastal change: collision (dune erosion), overwash, and inundation. Data on dune morphology (dune crest and toe elevation) and hydrodynamics (storm surge, wave setup and runup) are also included in this data set. As new beach morphology observations and storm predictions become available, this analysis will be updated to describe how coastal vulnerability to storms will vary in the future. The data presented here include the dune morphology observations, as derived from lidar surveys.","The Category 1 collision element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Mid-Atlantic Coast"
"1305","These data sets contain information on the probabilities of hurricane-induced erosion (collision, inundation and overwash) for each 1-km section of the Mid-Atlantic coast for category 1-4 hurricanes. The analysis is based on a storm-impact scaling model that uses observations of beach morphology combined with sophisticated hydrodynamic models to predict how the coast will respond to the direct landfall of category 1-4 hurricanes. Hurricane-induced water levels, due to both surge and waves, are compared to beach and dune elevations to determine the probabilities of three types of coastal change: collision (dune erosion), overwash, and inundation. Data on dune morphology (dune crest and toe elevation) and hydrodynamics (storm surge, wave setup and runup) are also included in this data set. As new beach morphology observations and storm predictions become available, this analysis will be updated to describe how coastal vulnerability to storms will vary in the future. The data presented here include the dune morphology observations, as derived from lidar surveys.","The Category 2 collision element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Mid-Atlantic Coast"
"1309","These data sets contain information on the probabilities of hurricane-induced erosion (collision, inundation and overwash) for each 1-km section of the Mid-Atlantic coast for category 1-4 hurricanes. The analysis is based on a storm-impact scaling model that uses observations of beach morphology combined with sophisticated hydrodynamic models to predict how the coast will respond to the direct landfall of category 1-4 hurricanes. Hurricane-induced water levels, due to both surge and waves, are compared to beach and dune elevations to determine the probabilities of three types of coastal change: collision (dune erosion), overwash, and inundation. Data on dune morphology (dune crest and toe elevation) and hydrodynamics (storm surge, wave setup and runup) are also included in this data set. As new beach morphology observations and storm predictions become available, this analysis will be updated to describe how coastal vulnerability to storms will vary in the future. The data presented here include the dune morphology observations, as derived from lidar surveys.","The Category 3 collision element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Mid-Atlantic Coast"
"1313","These data sets contain information on the probabilities of hurricane-induced erosion (collision, inundation and overwash) for each 1-km section of the Mid-Atlantic coast for category 1-4 hurricanes. The analysis is based on a storm-impact scaling model that uses observations of beach morphology combined with sophisticated hydrodynamic models to predict how the coast will respond to the direct landfall of category 1-4 hurricanes. Hurricane-induced water levels, due to both surge and waves, are compared to beach and dune elevations to determine the probabilities of three types of coastal change: collision (dune erosion), overwash, and inundation. Data on dune morphology (dune crest and toe elevation) and hydrodynamics (storm surge, wave setup and runup) are also included in this data set. As new beach morphology observations and storm predictions become available, this analysis will be updated to describe how coastal vulnerability to storms will vary in the future. The data presented here include the dune morphology observations, as derived from lidar surveys.","The Category 4 collision element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Mid-Atlantic Coast"
"1317","These data sets contain information on the probabilities of hurricane-induced erosion (collision, inundation and overwash) for each 1-km section of the Mid-Atlantic coast for category 1-4 hurricanes. The analysis is based on a storm-impact scaling model that uses observations of beach morphology combined with sophisticated hydrodynamic models to predict how the coast will respond to the direct landfall of category 1-4 hurricanes. Hurricane-induced water levels, due to both surge and waves, are compared to beach and dune elevations to determine the probabilities of three types of coastal change: collision (dune erosion), overwash, and inundation. Data on dune morphology (dune crest and toe elevation) and hydrodynamics (storm surge, wave setup and runup) are also included in this data set. As new beach morphology observations and storm predictions become available, this analysis will be updated to describe how coastal vulnerability to storms will vary in the future. The data presented here include the dune morphology observations, as derived from lidar surveys.","The Category 1 overwash element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Mid-Atlantic Coast"
"1321","These data sets contain information on the probabilities of hurricane-induced erosion (collision, inundation and overwash) for each 1-km section of the Mid-Atlantic coast for category 1-4 hurricanes. The analysis is based on a storm-impact scaling model that uses observations of beach morphology combined with sophisticated hydrodynamic models to predict how the coast will respond to the direct landfall of category 1-4 hurricanes. Hurricane-induced water levels, due to both surge and waves, are compared to beach and dune elevations to determine the probabilities of three types of coastal change: collision (dune erosion), overwash, and inundation. Data on dune morphology (dune crest and toe elevation) and hydrodynamics (storm surge, wave setup and runup) are also included in this data set. As new beach morphology observations and storm predictions become available, this analysis will be updated to describe how coastal vulnerability to storms will vary in the future. The data presented here include the dune morphology observations, as derived from lidar surveys.","The Category 2 overwash element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Mid-Atlantic Coast"
"1325","These data sets contain information on the probabilities of hurricane-induced erosion (collision, inundation and overwash) for each 1-km section of the Mid-Atlantic coast for category 1-4 hurricanes. The analysis is based on a storm-impact scaling model that uses observations of beach morphology combined with sophisticated hydrodynamic models to predict how the coast will respond to the direct landfall of category 1-4 hurricanes. Hurricane-induced water levels, due to both surge and waves, are compared to beach and dune elevations to determine the probabilities of three types of coastal change: collision (dune erosion), overwash, and inundation. Data on dune morphology (dune crest and toe elevation) and hydrodynamics (storm surge, wave setup and runup) are also included in this data set. As new beach morphology observations and storm predictions become available, this analysis will be updated to describe how coastal vulnerability to storms will vary in the future. The data presented here include the dune morphology observations, as derived from lidar surveys.","The Category 3 overwash element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Mid-Atlantic Coast"
"1329","These data sets contain information on the probabilities of hurricane-induced erosion (collision, inundation and overwash) for each 1-km section of the Mid-Atlantic coast for category 1-4 hurricanes. The analysis is based on a storm-impact scaling model that uses observations of beach morphology combined with sophisticated hydrodynamic models to predict how the coast will respond to the direct landfall of category 1-4 hurricanes. Hurricane-induced water levels, due to both surge and waves, are compared to beach and dune elevations to determine the probabilities of three types of coastal change: collision (dune erosion), overwash, and inundation. Data on dune morphology (dune crest and toe elevation) and hydrodynamics (storm surge, wave setup and runup) are also included in this data set. As new beach morphology observations and storm predictions become available, this analysis will be updated to describe how coastal vulnerability to storms will vary in the future. The data presented here include the dune morphology observations, as derived from lidar surveys.","The Category 4 overwash element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Mid-Atlantic Coast"
"3170","The goal of this project is to provide a preliminary overview, at a National scale, the relative susceptibility of the Nation's coast to sea- level rise through the use of a coastal vulnerability index (CVI). This initial classification is based upon the variables geomorphology, regional coastal slope, tide range, wave height, relative sea-level rise and shoreline erosion and accretion rates. The combination of these variables and the association of these variables to each other furnish a broad overview of regions where physical changes are likely to occur due to sea-level rise.","Coastal vulnerability from slope for Pacific Coast"
"1333","These data sets contain information on the probabilities of hurricane-induced erosion (collision, inundation and overwash) for each 1-km section of the Mid-Atlantic coast for category 1-4 hurricanes. The analysis is based on a storm-impact scaling model that uses observations of beach morphology combined with sophisticated hydrodynamic models to predict how the coast will respond to the direct landfall of category 1-4 hurricanes. Hurricane-induced water levels, due to both surge and waves, are compared to beach and dune elevations to determine the probabilities of three types of coastal change: collision (dune erosion), overwash, and inundation. Data on dune morphology (dune crest and toe elevation) and hydrodynamics (storm surge, wave setup and runup) are also included in this data set. As new beach morphology observations and storm predictions become available, this analysis will be updated to describe how coastal vulnerability to storms will vary in the future. The data presented here include the dune morphology observations, as derived from lidar surveys.","The Category 1 innundation element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Mid-Atlantic Coast"
"1337","These data sets contain information on the probabilities of hurricane-induced erosion (collision, inundation and overwash) for each 1-km section of the Mid-Atlantic coast for category 1-4 hurricanes. The analysis is based on a storm-impact scaling model that uses observations of beach morphology combined with sophisticated hydrodynamic models to predict how the coast will respond to the direct landfall of category 1-4 hurricanes. Hurricane-induced water levels, due to both surge and waves, are compared to beach and dune elevations to determine the probabilities of three types of coastal change: collision (dune erosion), overwash, and inundation. Data on dune morphology (dune crest and toe elevation) and hydrodynamics (storm surge, wave setup and runup) are also included in this data set. As new beach morphology observations and storm predictions become available, this analysis will be updated to describe how coastal vulnerability to storms will vary in the future. The data presented here include the dune morphology observations, as derived from lidar surveys.","The Category 2 innundation element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Mid-Atlantic Coast"
"1341","These data sets contain information on the probabilities of hurricane-induced erosion (collision, inundation and overwash) for each 1-km section of the Mid-Atlantic coast for category 1-4 hurricanes. The analysis is based on a storm-impact scaling model that uses observations of beach morphology combined with sophisticated hydrodynamic models to predict how the coast will respond to the direct landfall of category 1-4 hurricanes. Hurricane-induced water levels, due to both surge and waves, are compared to beach and dune elevations to determine the probabilities of three types of coastal change: collision (dune erosion), overwash, and inundation. Data on dune morphology (dune crest and toe elevation) and hydrodynamics (storm surge, wave setup and runup) are also included in this data set. As new beach morphology observations and storm predictions become available, this analysis will be updated to describe how coastal vulnerability to storms will vary in the future. The data presented here include the dune morphology observations, as derived from lidar surveys.","The Category 3 innundation element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Mid-Atlantic Coast"
"1345","These data sets contain information on the probabilities of hurricane-induced erosion (collision, inundation and overwash) for each 1-km section of the Mid-Atlantic coast for category 1-4 hurricanes. The analysis is based on a storm-impact scaling model that uses observations of beach morphology combined with sophisticated hydrodynamic models to predict how the coast will respond to the direct landfall of category 1-4 hurricanes. Hurricane-induced water levels, due to both surge and waves, are compared to beach and dune elevations to determine the probabilities of three types of coastal change: collision (dune erosion), overwash, and inundation. Data on dune morphology (dune crest and toe elevation) and hydrodynamics (storm surge, wave setup and runup) are also included in this data set. As new beach morphology observations and storm predictions become available, this analysis will be updated to describe how coastal vulnerability to storms will vary in the future. The data presented here include the dune morphology observations, as derived from lidar surveys.","The Category 4 innundation element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Mid-Atlantic Coast"
"1380","These data sets contain information on the probabilities of hurricane-induced erosion (collision, inundation and overwash) for each 1-km section of the Mid-Atlantic coast for category 1-4 hurricanes. The analysis is based on a storm-impact scaling model that uses observations of beach morphology combined with sophisticated hydrodynamic models to predict how the coast will respond to the direct landfall of category 1-4 hurricanes. Hurricane-induced water levels, due to both surge and waves, are compared to beach and dune elevations to determine the probabilities of three types of coastal change: collision (dune erosion), overwash, and inundation. Data on dune morphology (dune crest and toe elevation) and hydrodynamics (storm surge, wave setup and runup) are also included in this data set. As new beach morphology observations and storm predictions become available, this analysis will be updated to describe how coastal vulnerability to storms will vary in the future. The data presented here include the dune morphology observations, as derived from lidar surveys.","The Elevation of dune crest in meters NAVD88 element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Mid-Atlantic Coast"
