"id","medium_text","medium_title","tiny_text","full_id","keywords"
"1187","This datasets includes an element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Gulf of Mexico. Inundation occurs when the beach and dune are completely and continuously submerged by surge and wave setup. These probabilities apply to a generic representation of a category 3 hurricane. Data sources: lidar, NOAA SLOSH model, SWAN model","Probability of storm-induced innundation during a category 3 storm in Gulf of Mexico U.S.","Prob. of innundation CAT3 storm in Gulf of Mex.","1188","Gulf of Mexico|Texas|Louisiana|Alabama|Mississippi|Florida|U.S. Gulf Coast|innundation|probability|U.S. Geological Survey|USGS|St. Petersburg Coastal and Marine Science Center|Coastal and Marine Geology Program|CMGP|SPCMSC|Open-File Report 2012-1084|OFR 2012-1084|coastal|elevation|environment"
"1213","This datasets includes an element of Hurricane Sandy Assessment of Potential Coastal-Change Impacts. Data sources: lidar, NOAA WW3 model, NHC & NOAA surge exceedance","Elevation of dune crest in meters NAVD88 during Hurricane Sandy in DE, MD & VA","Elev. of dune crest (m), Hurricane Sandy in DE, MD & VA","1214","Delaware|Maryland|Virginia|Delmarva|United States of America|dune crest|crest|U.S. Geological Survey|USGS|St. Petersburg Coastal and Marine Science Center|Coastal and Marine Geology Program|CMGP|SPCMSC|Hurricane Sandy|coastal|elevation|environment"
"1217","This datasets includes an element of Hurricane Sandy Assessment of Potential Coastal-Change Impacts. Data sources: lidar, NOAA WW3 model, NHC & NOAA surge exceedance","Elevation of the dune toe in meters NAVD88 during Hurricane Sandy in DE, MD & VA","Elev. of the dune toe (m), Hurricane Sandy in DE, MD & VA","1218","Delaware|Maryland|Virginia|Delmarva|United States of America|dune toe|toe|U.S. Geological Survey|USGS|St. Petersburg Coastal and Marine Science Center|Coastal and Marine Geology Program|CMGP|SPCMSC|Hurricane Sandy|coastal|elevation|environment"
"1221","This datasets includes an element of Hurricane Sandy Assessment of Potential Coastal-Change Impacts. Data sources: lidar, NOAA WW3 model, NHC & NOAA surge exceedance","Elevation of dune crest in meters NAVD88 during Hurricane Sandy in DE, MD & VA","Elev. of dune crest (m), Hurricane Sandy in DE, MD & VA","1222","Delaware|Maryland|Virginia|Delmarva|United States of America|dune crest|crest|U.S. Geological Survey|USGS|St. Petersburg Coastal and Marine Science Center|Coastal and Marine Geology Program|CMGP|SPCMSC|Hurricane Sandy|coastal|elevation|environment"
"1225","This datasets includes an element of Hurricane Sandy Assessment of Potential Coastal-Change Impacts. Data sources: lidar, NOAA WW3 model, NHC & NOAA surge exceedance","Elevation of the dune toe in meters NAVD88 during Hurricane Sandy in DE, MD & VA","Elev. of the dune toe (m), Hurricane Sandy in DE, MD & VA","1226","Delaware|Maryland|Virginia|Delmarva|United States of America|dune toe|toe|U.S. Geological Survey|USGS|St. Petersburg Coastal and Marine Science Center|Coastal and Marine Geology Program|CMGP|SPCMSC|Hurricane Sandy|coastal|elevation|environment"
"1229","This datasets includes an element of Hurricane Sandy Assessment of Potential Coastal-Change Impacts. Data sources: lidar, NOAA WW3 model, NHC & NOAA surge exceedance","Root mean squared error of dune crest elev. (m2) during Hurricane Sandy in DE, MD & VA","Root mean squared error of dune crest elev., Hurricane Sandy in DE, MD & VA","1230","Delaware|Maryland|Virginia|Delmarva|United States of America|dune crest|crest|error|U.S. Geological Survey|USGS|St. Petersburg Coastal and Marine Science Center|Coastal and Marine Geology Program|CMGP|SPCMSC|Hurricane Sandy|coastal|elevation|environment"
"1233","This datasets includes an element of Hurricane Sandy Assessment of Potential Coastal-Change Impacts. Data sources: lidar, NOAA WW3 model, NHC & NOAA surge exceedance","Root mean square error of dune toe elev. (m2) during Hurricane Sandy in DE, MD & VA","Root mean square error of dune toe elev., Hurricane Sandy in DE, MD & VA","1234","Delaware|Maryland|Virginia|Delmarva|United States of America|dune toe|toe|error|U.S. Geological Survey|USGS|St. Petersburg Coastal and Marine Science Center|Coastal and Marine Geology Program|CMGP|SPCMSC|Hurricane Sandy|coastal|elevation|environment"
"1237","This datasets includes an element of Hurricane Sandy Assessment of Potential Coastal-Change Impacts. Data sources: lidar, NOAA WW3 model, NHC & NOAA surge exceedance","Storm surge water level during Hurricane Sandy in DE, MD & VA","Storm surge water level, Hurricane Sandy in DE, MD & VA","1238","Delaware|Maryland|Virginia|Delmarva|United States of America|storm surge|surge|hurricane|storm|U.S. Geological Survey|USGS|St. Petersburg Coastal and Marine Science Center|Coastal and Marine Geology Program|CMGP|SPCMSC|Hurricane Sandy|coastal|elevation|environment"
"1199","This datasets includes an element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Gulf of Mexico. Overwash occurs when sand is transported landward over the beach and dune by waves and surge. These probabilities apply to a generic representation of a category 5 hurricane. Data sources: lidar, NOAA SLOSH model, SWAN model","Probability of storm-induced overwash during a category 5 storm in Gulf of Mexico U.S.","Prob. of overwash CAT5 storm in Gulf of Mex.","1200","Gulf of Mexico|Texas|Louisiana|Alabama|Mississippi|Florida|U.S. Gulf Coast|overwash|probability|U.S. Geological Survey|USGS|St. Petersburg Coastal and Marine Science Center|Coastal and Marine Geology Program|CMGP|SPCMSC|Open-File Report 2012-1084|OFR 2012-1084|coastal|elevation|environment"
"1203","This datasets includes an element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Gulf of Mexico. Inundation occurs when the beach and dune are completely and continuously submerged by surge and wave setup. These probabilities apply to a generic representation of a category 5 hurricane. Data sources: lidar, NOAA SLOSH model, SWAN model","Probability of storm-induced innundation during a category 5 storm in Gulf of Mexico U.S.","Prob. of innundation CAT5 storm in Gulf of Mex.","1204","Gulf of Mexico|Texas|Louisiana|Alabama|Mississippi|Florida|U.S. Gulf Coast|innundation|probability|U.S. Geological Survey|USGS|St. Petersburg Coastal and Marine Science Center|Coastal and Marine Geology Program|CMGP|SPCMSC|Open-File Report 2012-1084|OFR 2012-1084|coastal|elevation|environment"
"1241","This datasets includes an element of Hurricane Sandy Assessment of Potential Coastal-Change Impacts. Data sources: lidar, NOAA WW3 model, NHC & NOAA surge exceedance","Wave runup water level during Hurricane Sandy in DE, MD & VA","Wave runup water level, Hurricane Sandy in DE, MD & VA","1242","Delaware|Maryland|Virginia|Delmarva|United States of America|wave runup|waves|runup|hurricane|storm|U.S. Geological Survey|USGS|St. Petersburg Coastal and Marine Science Center|Coastal and Marine Geology Program|CMGP|SPCMSC|Hurricane Sandy|coastal|elevation|environment"
"1245","This datasets includes an element of Hurricane Sandy Assessment of Potential Coastal-Change Impacts. Data sources: lidar, NOAA WW3 model, NHC & NOAA surge exceedance","Wave setup water level during Hurricane Sandy in DE, MD & VA","Wave setup water level, Hurricane Sandy in DE, MD & VA","1246","Delaware|Maryland|Virginia|Delmarva|United States of America|wave setup|waves|setup|hurricane|storm|U.S. Geological Survey|USGS|St. Petersburg Coastal and Marine Science Center|Coastal and Marine Geology Program|CMGP|SPCMSC|Hurricane Sandy|coastal|elevation|environment"
"1249","This datasets includes an element of Hurricane Sandy Assessment of Potential Coastal-Change Impacts. Collision occurs when the dune toe is eroded by waves and surge. Data sources: lidar, NOAA WW3 model, NHC & NOAA surge exceedance","Probability of storm-induced collision during Hurricane Sandy in DE, MD & VA","Prob. of collision, Hurricane Sandy in DE, MD & VA","1250","Delaware|Maryland|Virginia|Delmarva|United States of America|collision|probability|U.S. Geological Survey|USGS|St. Petersburg Coastal and Marine Science Center|Coastal and Marine Geology Program|CMGP|SPCMSC|Hurricane Sandy|coastal|elevation|environment"
"1253","This datasets includes an element of Hurricane Sandy Assessment of Potential Coastal-Change Impacts. Overwash occurs when sand is transported landward over the beach and dune by waves and surge. Data sources: lidar, NOAA WW3 model, NHC & NOAA surge exceedance","Probability of storm-induced overwash during Hurricane Sandy in DE, MD & VA","Prob. of overwash, Hurricane Sandy in DE, MD & VA","1254","Delaware|Maryland|Virginia|Delmarva|United States of America|overwash|probability|U.S. Geological Survey|USGS|St. Petersburg Coastal and Marine Science Center|Coastal and Marine Geology Program|CMGP|SPCMSC|Hurricane Sandy|coastal|elevation|environment"
"1257","This datasets includes an element of Hurricane Sandy Assessment of Potential Coastal-Change Impacts. Inundation occurs when the beach and dune are completely and continuously submerged by surge and wave setup. Data sources: lidar, NOAA WW3 model, NHC & NOAA surge exceedance","Probability of storm-induced innundation during Hurricane Sandy in DE, MD & VA","Prob. of innundation, Hurricane Sandy in DE, MD & VA","1258","Delaware|Maryland|Virginia|Delmarva|United States of America|innundation|probability|U.S. Geological Survey|USGS|St. Petersburg Coastal and Marine Science Center|Coastal and Marine Geology Program|CMGP|SPCMSC|Hurricane Sandy|coastal|elevation|environment"
"1261","This datasets includes an element of Hurricane Sandy Assessment of Potential Coastal-Change Impacts. Data sources: lidar, NOAA WW3 model, NHC & NOAA surge exceedance","Mean water level (Setup + Surge) during Hurricane Sandy in DE, MD & VA","Mean water level (Setup + Surge), Hurricane Sandy in DE, MD & VA","1262","Delaware|Maryland|Virginia|Delmarva|United States of America|water level|setup|surge|mean water|hurricane|storm|U.S. Geological Survey|USGS|St. Petersburg Coastal and Marine Science Center|Coastal and Marine Geology Program|CMGP|SPCMSC|Hurricane Sandy|coastal|elevation|environment"
"1265","This datasets includes an element of Hurricane Sandy Assessment of Potential Coastal-Change Impacts. Data sources: lidar, NOAA WW3 model, NHC & NOAA surge exceedance","Extreme water level (Runup + Surge) during Hurricane Sandy in DE, MD & VA","Extreme water level (Runup + Surge), Hurricane Sandy in DE, MD & VA","1266","Delaware|Maryland|Virginia|Delmarva|United States of America|extreme water level|runup|surge|water level|hurricane|storm|U.S. Geological Survey|USGS|St. Petersburg Coastal and Marine Science Center|Coastal and Marine Geology Program|CMGP|SPCMSC|Hurricane Sandy|coastal|elevation|environment"
"1269","This datasets includes an element of Hurricane Sandy Assessment of Potential Coastal-Change Impacts. Data sources: lidar, NOAA WW3 model, NHC & NOAA surge exceedance","during Hurricane Sandy in DE, MD & VA",", Hurricane Sandy in DE, MD & VA","1270","Delaware|Maryland|Virginia|Delmarva|United States of America|U.S. Geological Survey|USGS|St. Petersburg Coastal and Marine Science Center|Coastal and Marine Geology Program|CMGP|SPCMSC|Hurricane Sandy|coastal|elevation|environment"
"1284","This datasets includes an element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Mid-Atlantic Coast. Data sources: lidar, NOAA SLOSH model, SWAN model","Elevation of dune crest in meters NAVD88 during National Assessment in Atlantic Coast","Elev. of dune crest (m), National Assessment in Atl. Coast","1285","U.S. Mid-Atlantic|Virginia|Maryland|Delaware|New Jersey|New York|Atlantic Ocean|dune crest|crest|U.S. Geological Survey|USGS|St. Petersburg Coastal and Marine Science Center|Coastal and Marine Geology Program|CMGP|SPCMSC|Open-File Report 2013-1131|OFR 2013-1131|coastal|elevation|environment"
"1288","This datasets includes an element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Mid-Atlantic Coast. Data sources: lidar, NOAA SLOSH model, SWAN model","Elevation of the dune toe in meters NAVD88 during National Assessment in Atlantic Coast","Elev. of the dune toe (m), National Assessment in Atl. Coast","1289","U.S. Mid-Atlantic|Virginia|Maryland|Delaware|New Jersey|New York|Atlantic Ocean|dune toe|toe|U.S. Geological Survey|USGS|St. Petersburg Coastal and Marine Science Center|Coastal and Marine Geology Program|CMGP|SPCMSC|Open-File Report 2013-1131|OFR 2013-1131|coastal|elevation|environment"
"1292","This datasets includes an element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Mid-Atlantic Coast. Data sources: lidar, NOAA SLOSH model, SWAN model","Root mean squared error of dune crest elev. (m2) during National Assessment in Atlantic Coast","Root mean squared error of dune crest elev., National Assessment in Atl. Coast","1293","U.S. Mid-Atlantic|Virginia|Maryland|Delaware|New Jersey|New York|Atlantic Ocean|dune crest|crest|error|U.S. Geological Survey|USGS|St. Petersburg Coastal and Marine Science Center|Coastal and Marine Geology Program|CMGP|SPCMSC|Open-File Report 2013-1131|OFR 2013-1131|coastal|elevation|environment"
"1296","This datasets includes an element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Mid-Atlantic Coast. Data sources: lidar, NOAA SLOSH model, SWAN model","Root mean square error of dune toe elev. (m2) during National Assessment in Atlantic Coast","Root mean square error of dune toe elev., National Assessment in Atl. Coast","1297","U.S. Mid-Atlantic|Virginia|Maryland|Delaware|New Jersey|New York|Atlantic Ocean|dune toe|toe|error|U.S. Geological Survey|USGS|St. Petersburg Coastal and Marine Science Center|Coastal and Marine Geology Program|CMGP|SPCMSC|Open-File Report 2013-1131|OFR 2013-1131|coastal|elevation|environment"
"1300","This datasets includes an element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Mid-Atlantic Coast. Collision occurs when the dune toe is eroded by waves and surge. These probabilities apply to a generic representation of a category 1 hurricane. Data sources: lidar, NOAA SLOSH model, SWAN model","Probability of storm-induced collision during a category 1 storm in Atlantic Coast","Prob. of collision CAT1 storm in Atl. Coast","1301","U.S. Mid-Atlantic|Virginia|Maryland|Delaware|New Jersey|New York|Atlantic Ocean|collision|probability|U.S. Geological Survey|USGS|St. Petersburg Coastal and Marine Science Center|Coastal and Marine Geology Program|CMGP|SPCMSC|Open-File Report 2013-1131|OFR 2013-1131|coastal|elevation|environment"
"1304","This datasets includes an element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Mid-Atlantic Coast. Collision occurs when the dune toe is eroded by waves and surge. These probabilities apply to a generic representation of a category 2 hurricane. Data sources: lidar, NOAA SLOSH model, SWAN model","Probability of storm-induced collision during a category 2 storm in Atlantic Coast","Prob. of collision CAT2 storm in Atl. Coast","1305","U.S. Mid-Atlantic|Virginia|Maryland|Delaware|New Jersey|New York|Atlantic Ocean|collision|probability|U.S. Geological Survey|USGS|St. Petersburg Coastal and Marine Science Center|Coastal and Marine Geology Program|CMGP|SPCMSC|Open-File Report 2013-1131|OFR 2013-1131|coastal|elevation|environment"
"1308","This datasets includes an element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Mid-Atlantic Coast. Collision occurs when the dune toe is eroded by waves and surge. These probabilities apply to a generic representation of a category 3 hurricane. Data sources: lidar, NOAA SLOSH model, SWAN model","Probability of storm-induced collision during a category 3 storm in Atlantic Coast","Prob. of collision CAT3 storm in Atl. Coast","1309","U.S. Mid-Atlantic|Virginia|Maryland|Delaware|New Jersey|New York|Atlantic Ocean|collision|probability|U.S. Geological Survey|USGS|St. Petersburg Coastal and Marine Science Center|Coastal and Marine Geology Program|CMGP|SPCMSC|Open-File Report 2013-1131|OFR 2013-1131|coastal|elevation|environment"
"1312","This datasets includes an element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Mid-Atlantic Coast. Collision occurs when the dune toe is eroded by waves and surge. These probabilities apply to a generic representation of a category 4 hurricane. Data sources: lidar, NOAA SLOSH model, SWAN model","Probability of storm-induced collision during a category 4 storm in Atlantic Coast","Prob. of collision CAT4 storm in Atl. Coast","1313","U.S. Mid-Atlantic|Virginia|Maryland|Delaware|New Jersey|New York|Atlantic Ocean|collision|probability|U.S. Geological Survey|USGS|St. Petersburg Coastal and Marine Science Center|Coastal and Marine Geology Program|CMGP|SPCMSC|Open-File Report 2013-1131|OFR 2013-1131|coastal|elevation|environment"
"1316","This datasets includes an element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Mid-Atlantic Coast. Overwash occurs when sand is transported landward over the beach and dune by waves and surge. These probabilities apply to a generic representation of a category 1 hurricane. Data sources: lidar, NOAA SLOSH model, SWAN model","Probability of storm-induced overwash during a category 1 storm in Atlantic Coast","Prob. of overwash CAT1 storm in Atl. Coast","1317","U.S. Mid-Atlantic|Virginia|Maryland|Delaware|New Jersey|New York|Atlantic Ocean|overwash|probability|U.S. Geological Survey|USGS|St. Petersburg Coastal and Marine Science Center|Coastal and Marine Geology Program|CMGP|SPCMSC|Open-File Report 2013-1131|OFR 2013-1131|coastal|elevation|environment"
"1320","This datasets includes an element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Mid-Atlantic Coast. Overwash occurs when sand is transported landward over the beach and dune by waves and surge. These probabilities apply to a generic representation of a category 2 hurricane. Data sources: lidar, NOAA SLOSH model, SWAN model","Probability of storm-induced overwash during a category 2 storm in Atlantic Coast","Prob. of overwash CAT2 storm in Atl. Coast","1321","U.S. Mid-Atlantic|Virginia|Maryland|Delaware|New Jersey|New York|Atlantic Ocean|overwash|probability|U.S. Geological Survey|USGS|St. Petersburg Coastal and Marine Science Center|Coastal and Marine Geology Program|CMGP|SPCMSC|Open-File Report 2013-1131|OFR 2013-1131|coastal|elevation|environment"
"1324","This datasets includes an element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Mid-Atlantic Coast. Overwash occurs when sand is transported landward over the beach and dune by waves and surge. These probabilities apply to a generic representation of a category 3 hurricane. Data sources: lidar, NOAA SLOSH model, SWAN model","Probability of storm-induced overwash during a category 3 storm in Atlantic Coast","Prob. of overwash CAT3 storm in Atl. Coast","1325","U.S. Mid-Atlantic|Virginia|Maryland|Delaware|New Jersey|New York|Atlantic Ocean|overwash|probability|U.S. Geological Survey|USGS|St. Petersburg Coastal and Marine Science Center|Coastal and Marine Geology Program|CMGP|SPCMSC|Open-File Report 2013-1131|OFR 2013-1131|coastal|elevation|environment"
"1328","This datasets includes an element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Mid-Atlantic Coast. Overwash occurs when sand is transported landward over the beach and dune by waves and surge. These probabilities apply to a generic representation of a category 4 hurricane. Data sources: lidar, NOAA SLOSH model, SWAN model","Probability of storm-induced overwash during a category 4 storm in Atlantic Coast","Prob. of overwash CAT4 storm in Atl. Coast","1329","U.S. Mid-Atlantic|Virginia|Maryland|Delaware|New Jersey|New York|Atlantic Ocean|overwash|probability|U.S. Geological Survey|USGS|St. Petersburg Coastal and Marine Science Center|Coastal and Marine Geology Program|CMGP|SPCMSC|Open-File Report 2013-1131|OFR 2013-1131|coastal|elevation|environment"
"1332","This datasets includes an element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Mid-Atlantic Coast. Inundation occurs when the beach and dune are completely and continuously submerged by surge and wave setup. These probabilities apply to a generic representation of a category 1 hurricane. Data sources: lidar, NOAA SLOSH model, SWAN model","Probability of storm-induced innundation during a category 1 storm in Atlantic Coast","Prob. of innundation CAT1 storm in Atl. Coast","1333","U.S. Mid-Atlantic|Virginia|Maryland|Delaware|New Jersey|New York|Atlantic Ocean|innundation|probability|U.S. Geological Survey|USGS|St. Petersburg Coastal and Marine Science Center|Coastal and Marine Geology Program|CMGP|SPCMSC|Open-File Report 2013-1131|OFR 2013-1131|coastal|elevation|environment"
"1407","This datasets includes an element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Mid-Atlantic Coast. These probabilities apply to a generic representation of a category 4 hurricane. Data sources: lidar, NOAA SLOSH model, SWAN model","Storm surge water level during a category 4 storm in Atlantic Coast","Storm surge water level CAT4 storm in Atl. Coast","1408","U.S. Mid-Atlantic|Virginia|Maryland|Delaware|New Jersey|New York|Atlantic Ocean|storm surge|surge|hurricane|storm|U.S. Geological Survey|USGS|St. Petersburg Coastal and Marine Science Center|Coastal and Marine Geology Program|CMGP|SPCMSC|Open-File Report 2013-1131|OFR 2013-1131|coastal|elevation|environment"
"1336","This datasets includes an element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Mid-Atlantic Coast. Inundation occurs when the beach and dune are completely and continuously submerged by surge and wave setup. These probabilities apply to a generic representation of a category 2 hurricane. Data sources: lidar, NOAA SLOSH model, SWAN model","Probability of storm-induced innundation during a category 2 storm in Atlantic Coast","Prob. of innundation CAT2 storm in Atl. Coast","1337","U.S. Mid-Atlantic|Virginia|Maryland|Delaware|New Jersey|New York|Atlantic Ocean|innundation|probability|U.S. Geological Survey|USGS|St. Petersburg Coastal and Marine Science Center|Coastal and Marine Geology Program|CMGP|SPCMSC|Open-File Report 2013-1131|OFR 2013-1131|coastal|elevation|environment"
"1340","This datasets includes an element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Mid-Atlantic Coast. Inundation occurs when the beach and dune are completely and continuously submerged by surge and wave setup. These probabilities apply to a generic representation of a category 3 hurricane. Data sources: lidar, NOAA SLOSH model, SWAN model","Probability of storm-induced innundation during a category 3 storm in Atlantic Coast","Prob. of innundation CAT3 storm in Atl. Coast","1341","U.S. Mid-Atlantic|Virginia|Maryland|Delaware|New Jersey|New York|Atlantic Ocean|innundation|probability|U.S. Geological Survey|USGS|St. Petersburg Coastal and Marine Science Center|Coastal and Marine Geology Program|CMGP|SPCMSC|Open-File Report 2013-1131|OFR 2013-1131|coastal|elevation|environment"
"1344","This datasets includes an element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Mid-Atlantic Coast. Inundation occurs when the beach and dune are completely and continuously submerged by surge and wave setup. These probabilities apply to a generic representation of a category 4 hurricane. Data sources: lidar, NOAA SLOSH model, SWAN model","Probability of storm-induced innundation during a category 4 storm in Atlantic Coast","Prob. of innundation CAT4 storm in Atl. Coast","1345","U.S. Mid-Atlantic|Virginia|Maryland|Delaware|New Jersey|New York|Atlantic Ocean|innundation|probability|U.S. Geological Survey|USGS|St. Petersburg Coastal and Marine Science Center|Coastal and Marine Geology Program|CMGP|SPCMSC|Open-File Report 2013-1131|OFR 2013-1131|coastal|elevation|environment"
"1379","This datasets includes an element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Mid-Atlantic Coast. Data sources: lidar, NOAA SLOSH model, SWAN model","Elevation of dune crest in meters NAVD88 during National Assessment in Atlantic Coast","Elev. of dune crest (m), National Assessment in Atl. Coast","1380","U.S. Mid-Atlantic|Virginia|Maryland|Delaware|New Jersey|New York|Atlantic Ocean|dune crest|crest|U.S. Geological Survey|USGS|St. Petersburg Coastal and Marine Science Center|Coastal and Marine Geology Program|CMGP|SPCMSC|Open-File Report 2013-1131|OFR 2013-1131|coastal|elevation|environment"
"1383","This datasets includes an element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Mid-Atlantic Coast. Data sources: lidar, NOAA SLOSH model, SWAN model","Elevation of the dune toe in meters NAVD88 during National Assessment in Atlantic Coast","Elev. of the dune toe (m), National Assessment in Atl. Coast","1384","U.S. Mid-Atlantic|Virginia|Maryland|Delaware|New Jersey|New York|Atlantic Ocean|dune toe|toe|U.S. Geological Survey|USGS|St. Petersburg Coastal and Marine Science Center|Coastal and Marine Geology Program|CMGP|SPCMSC|Open-File Report 2013-1131|OFR 2013-1131|coastal|elevation|environment"
"1387","This datasets includes an element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Mid-Atlantic Coast. Data sources: lidar, NOAA SLOSH model, SWAN model","Root mean squared error of dune crest elev. (m2) during National Assessment in Atlantic Coast","Root mean squared error of dune crest elev., National Assessment in Atl. Coast","1388","U.S. Mid-Atlantic|Virginia|Maryland|Delaware|New Jersey|New York|Atlantic Ocean|dune crest|crest|error|U.S. Geological Survey|USGS|St. Petersburg Coastal and Marine Science Center|Coastal and Marine Geology Program|CMGP|SPCMSC|Open-File Report 2013-1131|OFR 2013-1131|coastal|elevation|environment"
"1391","This datasets includes an element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Mid-Atlantic Coast. Data sources: lidar, NOAA SLOSH model, SWAN model","Root mean square error of dune toe elev. (m2) during National Assessment in Atlantic Coast","Root mean square error of dune toe elev., National Assessment in Atl. Coast","1392","U.S. Mid-Atlantic|Virginia|Maryland|Delaware|New Jersey|New York|Atlantic Ocean|dune toe|toe|error|U.S. Geological Survey|USGS|St. Petersburg Coastal and Marine Science Center|Coastal and Marine Geology Program|CMGP|SPCMSC|Open-File Report 2013-1131|OFR 2013-1131|coastal|elevation|environment"
"1395","This datasets includes an element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Mid-Atlantic Coast. These probabilities apply to a generic representation of a category 1 hurricane. Data sources: lidar, NOAA SLOSH model, SWAN model","Storm surge water level during a category 1 storm in Atlantic Coast","Storm surge water level CAT1 storm in Atl. Coast","1396","U.S. Mid-Atlantic|Virginia|Maryland|Delaware|New Jersey|New York|Atlantic Ocean|storm surge|surge|hurricane|storm|U.S. Geological Survey|USGS|St. Petersburg Coastal and Marine Science Center|Coastal and Marine Geology Program|CMGP|SPCMSC|Open-File Report 2013-1131|OFR 2013-1131|coastal|elevation|environment"
"1399","This datasets includes an element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Mid-Atlantic Coast. These probabilities apply to a generic representation of a category 2 hurricane. Data sources: lidar, NOAA SLOSH model, SWAN model","Storm surge water level during a category 2 storm in Atlantic Coast","Storm surge water level CAT2 storm in Atl. Coast","1400","U.S. Mid-Atlantic|Virginia|Maryland|Delaware|New Jersey|New York|Atlantic Ocean|storm surge|surge|hurricane|storm|U.S. Geological Survey|USGS|St. Petersburg Coastal and Marine Science Center|Coastal and Marine Geology Program|CMGP|SPCMSC|Open-File Report 2013-1131|OFR 2013-1131|coastal|elevation|environment"
"1403","This datasets includes an element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Mid-Atlantic Coast. These probabilities apply to a generic representation of a category 3 hurricane. Data sources: lidar, NOAA SLOSH model, SWAN model","Storm surge water level during a category 3 storm in Atlantic Coast","Storm surge water level CAT3 storm in Atl. Coast","1404","U.S. Mid-Atlantic|Virginia|Maryland|Delaware|New Jersey|New York|Atlantic Ocean|storm surge|surge|hurricane|storm|U.S. Geological Survey|USGS|St. Petersburg Coastal and Marine Science Center|Coastal and Marine Geology Program|CMGP|SPCMSC|Open-File Report 2013-1131|OFR 2013-1131|coastal|elevation|environment"
"1411","This datasets includes an element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Mid-Atlantic Coast. These probabilities apply to a generic representation of a category 1 hurricane. Data sources: lidar, NOAA SLOSH model, SWAN model","Wave runup water level during a category 1 storm in Atlantic Coast","Wave runup water level CAT1 storm in Atl. Coast","1412","U.S. Mid-Atlantic|Virginia|Maryland|Delaware|New Jersey|New York|Atlantic Ocean|wave runup|waves|runup|hurricane|storm|U.S. Geological Survey|USGS|St. Petersburg Coastal and Marine Science Center|Coastal and Marine Geology Program|CMGP|SPCMSC|Open-File Report 2013-1131|OFR 2013-1131|coastal|elevation|environment"
"1415","This datasets includes an element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Mid-Atlantic Coast. These probabilities apply to a generic representation of a category 2 hurricane. Data sources: lidar, NOAA SLOSH model, SWAN model","Wave runup water level during a category 2 storm in Atlantic Coast","Wave runup water level CAT2 storm in Atl. Coast","1416","U.S. Mid-Atlantic|Virginia|Maryland|Delaware|New Jersey|New York|Atlantic Ocean|wave runup|waves|runup|hurricane|storm|U.S. Geological Survey|USGS|St. Petersburg Coastal and Marine Science Center|Coastal and Marine Geology Program|CMGP|SPCMSC|Open-File Report 2013-1131|OFR 2013-1131|coastal|elevation|environment"
"1419","This datasets includes an element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Mid-Atlantic Coast. These probabilities apply to a generic representation of a category 3 hurricane. Data sources: lidar, NOAA SLOSH model, SWAN model","Wave runup water level during a category 3 storm in Atlantic Coast","Wave runup water level CAT3 storm in Atl. Coast","1420","U.S. Mid-Atlantic|Virginia|Maryland|Delaware|New Jersey|New York|Atlantic Ocean|wave runup|waves|runup|hurricane|storm|U.S. Geological Survey|USGS|St. Petersburg Coastal and Marine Science Center|Coastal and Marine Geology Program|CMGP|SPCMSC|Open-File Report 2013-1131|OFR 2013-1131|coastal|elevation|environment"
